Date,Player Name,Games Played,AB,Hits,RBI,HR,SB,Special,IP,Hits,Runs,SO,Big Plays,Special,Hitting Handedness,Pitching Handedness,Player Type,Capitan
4.16.20,Daisy,1,4,3,1,0,0,0,0,0,0,0,0,0,,,Balance,
4.16.20,Hammer/Etc. Bro,1,4,3,2,0,0,0,0,0,0,0,1,0,,,Power,
4.16.20,Bowser,1,4,2,2,2,0,0,0,0,0,0,0,0,,,Power,
4.16.20,Birdo,1,4,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.16.20,DK,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.16.20,Grandpapa Toad,1,4,2,2,0,0,0,0,0,0,0,0,0,,,Technique,
4.16.20,Luigi,1,4,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.16.20,Mario,1,4,2,0,0,0,3,0,0,0,0,0,0,,,Balance,
4.16.20,Magikoopa,0,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.16.20,Toad,1,4,1,0,0,1,0,0,0,0,0,2,0,,,Balance,
4.16.20,Wario,1,4,1,0,0,0,1,0,0,0,0,0,0,,,Power,
4.16.20,Yoshi,1,4,1,2,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Baby Bowser,1,4,0,0,0,0,1,0,0,0,0,0,0,,,Power,
4.16.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.16.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.16.20,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.16.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.16.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Peach,0,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.16.20,Petey,1,4,0,0,0,0,0,0,0,0,0,2,0,,,Power,
4.16.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.16.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.16.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Baby Luigi,1,4,0,0,0,0,0,9,16,3,7,0,1,,,Speed,
4.17.20,Koopa,1,5,0,0,0,0,0,9,15,6,9,0,0,,,Balance,
4.17.20,Mario,1,5,5,3,0,1,3,0,0,0,0,0,0,,,Balance,
4.17.20,DK,1,5,4,0,0,0,0,0,0,0,0,1,0,,,Power,
4.17.20,Grandpapa Toad,1,5,3,0,0,1,0,0,0,0,0,0,0,,,Technique,
4.17.20,Hammer/Etc. Bro,1,4,3,0,0,1,0,0,0,0,0,0,0,,,Power,
4.17.20,Luigi,1,4,3,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.17.20,Flying Koopa,1,5,2,2,1,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Birdo,1,5,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.17.20,Boo,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,King Boo,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.17.20,Bowser,1,5,1,1,1,0,0,0,0,0,0,0,0,,,Power,
4.17.20,Magikoopa,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Petey,1,4,1,0,0,0,0,0,0,0,0,4,0,,,Power,
4.17.20,Toad,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.17.20,Yoshi,1,5,1,1,0,0,1,0,0,0,0,0,0,,,Speed,
4.17.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.17.20,Baby Mario,1,3,0,1,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Daisy,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.17.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.17.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.17.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Peach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.17.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.17.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.17.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Flying Koopa,1,3,1,0,0,1,0,9,8,4,10,0,0,,,Technique,
4.2.20,Boo,1,4,2,2,0,0,0,6,7,5,8,0,0,,,Technique,
4.2.20,Hammer/Etc. Bro,1,4,3,1,0,0,0,2,4,3,0,0,0,,,Power,
4.2.20,Daisy,1,4,2,2,0,0,2,0,0,0,0,0,0,,,Balance,
4.2.20,Petey,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Mario,1,3,2,2,,1,2,0,0,0,0,0,0,,,Balance,
4.2.20,Bowser,1,4,1,3,1,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Baby Mario,1,4,1,0,0,0,0,0,0,0,0,1,0,,,Speed,
4.2.20,Grandpapa Toad,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.2.20,Luigi,1,3,1,2,0,0,0,0,0,0,0,0,0,,,Balance,
4.2.20,Magikoopa,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.2.20,Peach,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Technique,
4.2.20,Toad,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.2.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.2.20,Birdo,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.2.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.2.20,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Drybones,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.2.20,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Koopa,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.2.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.2.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Noki,1,4,0,0,0,0,1,0,0,0,0,0,0,,,Speed,
4.2.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.2.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.2.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.2.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.2.20,Yoshi,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.2.20,Baby Bowser,,,,,,,,,,,,,,,,Power,
4.2.20,Flying Goomba,,,,,,,,,,,,,,,,Speed,
4.2.20,Goomba,,,,,,,,,,,,,,,,Balance,
4.22.20,Koopa,1,4,2,0,0,0,0,9,9,1,10,0,0,,,Balance,
4.22.20,Baby Luigi,1,3,1,0,0,0,0,9,9,4,4,0,0,,,Speed,
4.22.20,Boo,1,4,2,0,0,1,0,0,0,0,0,0,0,,,Technique,
4.22.20,Grandpapa Toad,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Mario,1,4,2,1,0,0,2,0,0,0,0,0,0,,,Balance,
4.22.20,Yoshi,1,3,1,1,1,1,0,0,0,0,0,0,0,,,Speed,
4.22.20,Birdo,1,4,1,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.22.20,Bowser,1,4,1,1,0,1,1,0,0,0,0,0,0,,,Power,
4.22.20,Daisy,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.22.20,Flying Koopa,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Hammer/Etc. Bro,1,4,1,2,0,0,0,0,0,0,0,0,0,,,Power,
4.22.20,King Boo,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.22.20,Luigi,1,4,1,0,0,1,1,0,0,0,0,0,0,,,Balance,
4.22.20,Toad,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.22.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.22.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.22.20,Diddy Kong,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Speed,
4.22.20,DK,1,4,0,0,0,0,1,0,0,0,0,0,0,,,Power,
4.22.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.22.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.22.20,Magikoopa,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.22.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.22.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.22.20,Peach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Petey,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Power,
4.22.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.22.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.22.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.22.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Waluigi,1,4,3,0,0,0,1,9.6,8,5,10,0,0,,,Technique,
4.24.20,Koopa,1,4,2,1,0,1,0,5,7,3,5,0,0,,,Balance,
4.24.20,Boo,1,4,1,0,0,0,0,3.67,5,3,2,0,0,,,Technique,
4.24.20,Mario,1,4,1,0,0,0,1,0.1,1,1,0,2,1,,,Balance,
4.24.20,Bowser,1,4,3,6,3,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Daisy,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Balance,
4.24.20,Drybones,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.24.20,Yoshi,1,3,2,2,0,0,1,0,0,0,0,1,0,,,Speed,
4.24.20,Birdo,1,5,1,0,0,0,1,0,0,0,0,1,0,,,Balance,
4.24.20,DK,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Flying Koopa,1,4,1,0,0,0,0,0.33,0,0,3,0,0,,,Technique,
4.24.20,King Boo,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Toad,1,4,1,1,0,2,0,0,0,0,0,0,0,,,Balance,
4.24.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.24.20,Grandpapa Toad,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Technique,
4.24.20,Hammer/Etc. Bro,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Luigi,1,3,0,0,0,1,0,0,0,0,0,0,0,,,Balance,
4.24.20,Magikoopa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.24.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Peach,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.24.20,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.24.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.24.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.24.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Waluigi,1,3,0,0,0,0,0,5,11,4,6,0,0,,,Technique,
4.30.20,Boo,1,4,1,0,0,0,0,9,10,2,6,0,1,,,Technique,
4.30.20,Koopa,1,4,1,0,0,0,1,4,2,0,2,0,0,,,Balance,
4.30.20,Birdo,1,4,3,0,0,0,1,0,0,0,0,1,0,,,Balance,
4.30.20,Flying Koopa,1,4,3,2,0,0,0,0,0,0,0,1,0,,,Technique,
4.30.20,Mario,1,4,3,0,0,1,4,0,0,0,0,0,0,,,Balance,
4.30.20,Daisy,1,4,2,1,0,0,1,0,0,0,0,0,0,,,Balance,
4.30.20,Hammer/Etc. Bro,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Peach,0,4,2,1,0,0,1,0,0,0,0,0,0,,,Technique,
4.30.20,Bowser,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,DK,1,4,1,1,0,0,1,0,0,0,0,0,0,,,Power,
4.30.20,Grandpapa Toad,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.30.20,Luigi,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.30.20,Mumbo,0,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Toad,1,4,1,0,0,1,0,0,0,0,0,1,0,,,Balance,
4.30.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.30.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.30.20,King Boo,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Magikoopa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.30.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.30.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.30.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.30.20,Yoshi,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Speed,
4.4.20,Koopa,1,4,0,0,0,0,0,9,13,6,9,0,0,,,Balance,
4.4.20,Boo,1,4,0,0,0,0,0,9,8,0,5,0,0,,,Technique,
4.4.20,Grandpapa Toad,1,4,4,2,0,0,0,0,0,0,0,0,0,,,Technique,
4.4.20,Toad,1,4,3,0,0,0,0,0,0,0,0,1,0,,,Balance,
4.4.20,Birdo,1,3,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.4.20,Bowser,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Flying Koopa,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.4.20,Luigi,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.4.20,Hammer/Etc. Bro,1,4,1,2,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Mario,1,5,1,0,0,0,2,0,0,0,0,3,0,,,Balance,
4.4.20,Peach,1,4,1,0,0,0,1,0,0,0,0,0,0,,,Technique,
4.4.20,Petey,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Yoshi,1,4,1,0,0,0,0,0,0,0,0,3,0,,,Speed,
4.4.20,Daisy,1,4,1,1,,1,1,0,0,0,0,0,0,,,Balance,
4.4.20,Baby Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Baby Luigi,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.4.20,Flying Goomba,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Goomba,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Balance,
4.4.20,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Magikoopa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.4.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.4.20,Noki,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.4.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.4.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.4.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.5.20,Boo,1,6,1,2,0,0,,9,14,6,12,0,0,,,Technique,
4.5.20,Shy Guy,1,5,1,0,0,1,0,2.67,8,4,2,0,0,,,Balance,
4.5.20,Baby Bowser,1,4,1,0,0,2,0,3.67,7,2,5,0,0,,,Power,
4.5.20,DK,0,6,5,2,0,0,,0,0,0,0,0,0,,,Power,
4.5.20,Grandpapa Toad,1,4,5,0,0,2,0,0,0,0,0,0,0,,,Technique,
4.5.20,Toad,1,6,4,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.5.20,Luigi,1,5,4,1,,1,0,0,0,0,0,0,0,,,Balance,
4.5.20,Bowser,1,6,3,3,0,0,1,0,0,0,0,0,0,,,Power,
4.5.20,Yoshi,1,5,3,1,0,0,1,0,0,0,0,0,0,,,Speed,
4.5.20,Flying Koopa,1,4,2,3,1,1,0,2.67,0,0,0,0,0,,,Technique,
4.5.20,Hammer/Etc. Bro,1,4,2,0,0,,0,0,0,0,0,0,0,,,Power,
4.5.20,Koopa,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.5.20,Mario,1,4,2,1,0,0,1,0,0,0,0,0,0,,,Balance,
4.5.20,Petey,1,6,2,1,0,0,0,0,0,0,0,0,0,,,Power,
4.5.20,Daisy,1,5,1,3,0,0,1,0,0,0,0,0,0,,,Balance,
4.5.20,Noki,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Birdo,1,4,0,1,0,1,1,0,0,0,0,2,0,,,Balance,
4.5.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.5.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.5.20,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.5.20,Magikoopa,0,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.5.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.5.20,Peach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.5.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.5.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.5.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Koopa,1,4,1,0,0,0,0,8.67,11,1,9,0,0,,,Balance,
4.8.20,Boo,1,4,2,1,0,0,0,6,6,3,7,0,0,,,Technique,
4.8.20,Flying Koopa,1,4,1,0,0,0,0,3,4,1,4,,,,,Technique,
4.8.20,Yoshi,1,4,3,0,0,0,1,0,0,0,0,0,0,,,Speed,
4.8.20,Bowser,1,4,2,1,1,0,0,0.33,0,0,1,0,2,,,Power,
4.8.20,DK,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Hammer/Etc. Bro,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Baby Bowser,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Power,
4.8.20,Birdo,1,4,1,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.8.20,Daisy,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.8.20,Grandpapa Toad,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Technique,
4.8.20,Luigi,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.8.20,Mario,1,5,1,0,0,0,3,0,0,0,0,0,0,,,Balance,
4.8.20,Peach,0,4,1,0,0,1,0,0,0,0,0,0,0,,,Technique,
4.8.20,Petey,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.8.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.8.20,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Magikoopa,0,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.8.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.8.20,Noki,1,4,0,1,0,0,0,0,0,0,0,1,0,,,Speed,
4.8.20,Shy Guy,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.8.20,Toad,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.8.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.8.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.8.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Koopa,1,4,0,0,0,0,0,6,14,8,6,0,0,,,Balance,
4.9.20,Boo,1,4,2,0,0,0,0,9,12,2,8,0,0,,,Technique,
4.9.20,Mario,1,4,1,0,0,0,1,2,4,3,2,0,2,,,Balance,
4.9.20,Grandpapa Toad,1,5,4,2,0,0,0,0,0,0,0,0,0,,,Technique,
4.9.20,Petey,1,4,3,2,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Bowser,1,4,2,6,2,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Birdo,1,4,2,0,0,0,2,0,0,0,0,0,1,,,Balance,
4.9.20,Daisy,1,4,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
4.9.20,DK,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Flying Koopa,1,4,2,3,0,0,0,0,0,0,0,0,1,,,Technique,
4.9.20,Hammer/Etc. Bro,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Luigi,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.9.20,Magikoopa,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.9.20,Toad,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.9.20,King Boo,1,3,1,0,0,2,0,0,0,0,0,0,0,,,Power,
4.9.20,Yoshi,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Baby Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.9.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.9.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
4.9.20,Noki,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Peach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.9.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
4.9.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
4.9.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
4.9.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,Boo,1,4,0,0,0,0,0,7.33,16,6,4,0,0,,,Technique,
8.20.19,Koopa,1,4,2,1,0,0,0,9,6,0,7,0,0,,,Balance,
8.20.19,Toad,1,4,0,0,0,0,0,1.67,3,1,1,0,0,,,Balance,
8.20.19,Luigi,1,5,3,0,0,0,0,0,0,0,0,0,0,,,Balance,
8.20.19,Magikoopa,1,5,3,0,0,0,0,0,0,0,0,0,0,,,Technique,
