Date,Player Name,Games Played,AB,Hits,RBI,HR,SB,Special,IP,Hits,Runs,SO,Big Plays,Special,Hitting Handedness,Pitching Handedness,Player Type,Capitan
8.20.19,Petey,1,4,3,0,0,0,0,0,0,0,0,3,0,,,Power,
8.20.19,Drybones,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Technique,
8.20.19,Flying Koopa,1,5,2,1,0,1,0,0,0,0,0,0,0,,,Technique,
8.20.19,Grandpapa Toad,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.20.19,Hammer/Etc. Bro,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,Peach,1,5,2,1,0,0,1,0,0,0,0,1,0,,,Technique,
8.20.19,Birdo,1,5,1,1,0,0,1,0,0,0,0,1,0,,,Balance,
8.20.19,Daisy,1,3,1,0,0,0,0,0,0,0,0,1,0,,,Balance,
8.20.19,Mumbo,1,2,1,2,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,Yoshi,1,3,1,0,0,0,0,0,0,0,0,1,0,,,Speed,
8.20.19,Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,Mario,1,3,0,0,0,0,1,0,0,0,0,0,0,,,Balance,
8.20.19,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.20.19,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.20.19,Wario,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.20.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
8.20.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
8.20.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
8.20.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
8.20.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
8.20.19,Goomba,,,,,,,,,,,,,,,,Balance,
8.20.19,King Boo,,,,,,,,,,,,,,,,Power,
8.20.19,Shy Guy,,,,,,,,,,,,,,,,Balance,
8.20.19,Toadette,,,,,,,,,,,,,,,,Speed,
8.20.19,Waluigi,,,,,,,,,,,,,,,,Technique,
8.29.19,Boo,1,5,2,1,0,0,0,9.33,15,5,4,0,0,,,Technique,
8.29.19,Koopa,1,4,0,0,0,0,0,10,9,4,7,0,0,,,Balance,
8.29.19,Mario,1,5,4,1,0,0,3,0,0,0,0,0,0,,,Balance,
8.29.19,Hammer/Etc. Bro,1,4,3,0,0,0,0,0,0,0,0,0,0,,,Power,
8.29.19,Mumbo,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Power,
8.29.19,Birdo,1,5,1,1,0,0,2,0,0,0,0,1,0,,,Balance,
8.29.19,Daisy,1,5,1,0,0,0,3,0,0,0,0,0,0,,,Balance,
8.29.19,Flying Koopa,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.29.19,Grandpapa Toad,1,4,1,1,0,0,0,0,0,0,0,0,0,,,Technique,
8.29.19,Magikoopa,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.29.19,Monty,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.29.19,Peach,1,4,1,1,0,0,1,0,0,0,0,0,0,,,Technique,
8.29.19,Petey,1,4,1,0,0,0,0,0,0,0,0,1,0,,,Power,
8.29.19,Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.29.19,Drybones,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Technique,
8.29.19,Luigi,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Balance,
8.29.19,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.29.19,Toad,1,3,0,0,0,0,0,0,0,0,0,1,0,,,Balance,
8.29.19,Yoshi,1,5,0,1,0,0,0,0,0,0,0,0,0,,,Speed,
8.29.19,Wario,,,,,,,,0,0,0,0,0,0,,,Power,
8.29.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
8.29.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
8.29.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
8.29.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
8.29.19,DK,,,,,,,,,,,,,0,,,Power,
8.29.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
8.29.19,Goomba,,,,,,,,,,,,,,,,Balance,
8.29.19,King Boo,,,,,,,,,,,,,,,,Power,
8.29.19,Shy Guy,,,,,,,,,,,,,,,,Balance,
8.29.19,Toadette,,,,,,,,,,,,,,,,Speed,
8.29.19,Waluigi,,,,,,,,,,,,,,,,Technique,
8.30.19,Koopa,1,4,1,0,0,0,0,8.33,13,5,6,0,0,,,Balance,
8.30.19,Boo,1,3,1,0,0,0,0,7.33,11,3,3,0,0,,,Technique,
8.30.19,Koopa,1,4,1,0,0,0,0,7,10,5,6,0,0,,,Balance,
8.30.19,Boo,1,3,1,0,0,0,0,9,8,4,11,0,0,,,Technique,
8.30.19,Birdo,1,4,3,2,0,0,1,1,4,4,1,0,2,,,Balance,
8.30.19,Mario,1,5,2,2,0,0,2,1.667,3,0,1,0,4,,,Balance,
8.30.19,Bowser,1,4,4,5,1,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Bowser,1,4,4,5,1,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Birdo,1,4,3,2,0,0,1,0,0,0,0,1,0,,,Balance,
8.30.19,Flying Koopa,1,5,3,1,0,0,0,0,0,0,0,0,0,,,Technique,
8.30.19,Toad,1,5,3,1,0,1,0,0,0,0,0,0,0,,,Balance,
8.30.19,Flying Koopa,1,5,3,1,0,0,0,0,0,0,0,0,0,,,Technique,
8.30.19,Toad,1,5,3,1,0,1,0,0,0,0,0,0,0,,,Balance,
8.30.19,DK,1,4,2,1,0,0,1,0,0,0,0,0,0,,,Power,
8.30.19,Grandpapa Toad,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.30.19,Luigi,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
8.30.19,Mario,1,5,2,2,0,0,2,0,0,0,0,1,0,,,Balance,
8.30.19,Mumbo,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,DK,1,4,2,1,0,0,1,0,0,0,0,1,0,,,Power,
8.30.19,Grandpapa Toad,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.30.19,Luigi,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
8.30.19,Mumbo,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Hammer/Etc. Bro,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Magikoopa,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Technique,
8.30.19,Peach,1,5,1,0,0,0,3,0,0,0,0,2,0,,,Technique,
8.30.19,Hammer/Etc. Bro,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Magikoopa,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Technique,
8.30.19,Peach,1,5,1,0,0,0,3,0,0,0,0,1,0,,,Technique,
8.30.19,Daisy,1,5,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
8.30.19,Drybones,1,5,0,0,0,0,0,0,0,0,0,1,0,,,Technique,
8.30.19,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Yoshi,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.30.19,Daisy,1,5,0,0,0,0,0,0,0,0,0,2,0,,,Balance,
8.30.19,Drybones,1,5,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
8.30.19,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
8.30.19,Yoshi,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
8.30.19,Monty,,,,,,,,0,0,0,0,0,0,,,Speed,
8.30.19,Noki,0,0,0,0,0,0,0,,,,,,,,,Speed,
8.30.19,Noki,0,0,0,0,0,0,0,,,,,,,,,Speed,
8.30.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
8.30.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
8.30.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
8.30.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
8.30.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
8.30.19,Goomba,,,,,,,,,,,,,,,,Balance,
8.30.19,King Boo,,,,,,,,,,,,,,,,Power,
8.30.19,Monty,,,,,,,,,,,,,0,,,Speed,
8.30.19,Shy Guy,,,,,,,,,,,,,,,,Balance,
8.30.19,Toadette,,,,,,,,,,,,,,,,Speed,
8.30.19,Waluigi,,,,,,,,,,,,,,,,Technique,
8.30.19,Wario,,,,,,,,,,,,,0,,,Power,
8.30.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
8.30.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
8.30.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
8.30.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
8.30.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
8.30.19,Goomba,,,,,,,,,,,,,,,,Balance,
8.30.19,King Boo,,,,,,,,,,,,,,,,Power,
8.30.19,Shy Guy,,,,,,,,,,,,,,,,Balance,
8.30.19,Toadette,,,,,,,,,,,,,,,,Speed,
8.30.19,Waluigi,,,,,,,,,,,,,,,,Technique,
8.30.19,Wario,,,,,,,,,,,,,,,,Power,
9.11.19,Boo,1,4,2,0,0,0,0,9,13,6,9,0,0,,,Technique,
9.11.19,Koopa,1,4,3,1,0,1,,9,11,1,4,0,0,,,Balance,
9.11.19,Grandpapa Toad,1,4,3,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.11.19,Drybones,1,3,2,0,0,0,0,0,0,0,0,3,0,,,Technique,
9.11.19,Luigi,1,4,2,0,0,0,0,0,0,0,0,1,0,,,Balance,
9.11.19,Toad,1,3,2,1,0,0,0,0,0,0,0,0,0,,,Balance,
9.11.19,Petey,1,4,1,3,1,0,0,0,0,0,0,0,0,,,Power,
9.11.19,Birdo,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.11.19,Bowser,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.11.19,Hammer/Etc. Bro,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.11.19,King Boo,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.11.19,Magikoopa,1,4,1,1,0,0,0,0,0,0,0,0,0,,,Technique,
9.11.19,Mario,1,4,1,0,0,0,2,0,0,0,0,0,0,,,Balance,
9.11.19,Daisy,1,4,0,0,0,0,2,0,0,0,0,1,0,,,Balance,
9.11.19,DK,1,4,0,1,0,0,1,0,0,0,0,,0,,,Power,
9.11.19,Flying Koopa,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Technique,
9.11.19,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.11.19,Mumbo,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.11.19,Peach,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.11.19,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.11.19,Yoshi,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Speed,
9.11.19,Noki,0,0,0,0,0,0,0,,,,,,,,,Speed,
9.11.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
9.11.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
9.11.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
9.11.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
9.11.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
9.11.19,Goomba,,,,,,,,,,,,,,,,Balance,
9.11.19,Shy Guy,,,,,,,,,,,,,,,,Balance,
9.11.19,Toadette,,,,,,,,,,,,,,,,Speed,
9.11.19,Waluigi,,,,,,,,,,,,,,,,Technique,
9.14.19,Peach,1,4,0,0,0,0,0,7.33,11,7,8,0,0,,,Technique,
9.14.19,Koopa,1,4,2,2,2,0,0,7,9,2,4,0,0,,,Balance,
9.14.19,Boo,1,4,3,1,0,0,0,2,0,0,1,0,0,,,Technique,
9.14.19,Daisy,1,3,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
9.14.19,DK,1,4,2,2,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Hammer/Etc. Bro,1,4,2,1,0,1,0,0,0,0,0,0,0,,,Power,
9.14.19,Luigi,1,4,2,1,0,0,1,0,0,0,0,0,0,,,Balance,
9.14.19,Grandpapa Toad,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.14.19,Magikoopa,1,3,1,1,0,0,0,0,0,0,0,0,0,,,Technique,
9.14.19,Mario,1,4,1,0,0,0,2,0,0,0,0,2,0,,,Balance,
9.14.19,Petey,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Toad,1,4,1,0,0,0,0,0,0,0,0,2,0,,,Balance,
9.14.19,Birdo,1,4,0,0,0,0,2,0,0,0,0,0,0,,,Balance,
9.14.19,Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Drybones,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.14.19,Flying Koopa,1,4,0,0,0,0,0,1.66,0,0,2,0,0,,,Technique,
9.14.19,King Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.14.19,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.14.19,Shy Guy,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.14.19,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.14.19,Yoshi,1,3,2,0,0,0,1,,,,,1,,,,Speed,
9.14.19,Baby Bowser,,,,,,,,,,,,,,,,Power,
9.14.19,Baby Luigi,,,,,,,,,,,,,,,,Speed,
9.14.19,Baby Mario,,,,,,,,,,,,,,,,Speed,
9.14.19,Diddy Kong,,,,,,,,,,,,,,,,Speed,
9.14.19,Flying Goomba,,,,,,,,,,,,,,,,Speed,
9.14.19,Goomba,,,,,,,,,,,,,,,,Balance,
9.14.19,Toadette,,,,,,,,,,,,,,,,Speed,
9.14.19,Waluigi,,,,,,,,,,,,,,,,Technique,
9.15.20,Boo,1,4,2,1,0,0,0,7,15,4,7,0,0,,,Technique,
9.15.20,Koopa,1,5,2,1,0,1,0,9,10,3,14,0,0,,,Balance,
9.15.20,Mario,1,4,3,0,0,0,3,0,0,0,0,0,0,,,Balance,
9.15.20,Birdo,1,4,2,0,0,0,1,0,0,0,0,0,0,,,Balance,
9.15.20,DK,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,Drybones,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.15.20,Grandpapa Toad,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Technique,
9.15.20,Luigi,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Balance,
9.15.20,Peach,1,4,2,1,0,0,0,0,0,0,0,0,0,,,Technique,
9.15.20,Daisy,1,2,1,1,0,0,0,0,0,0,0,0,0,,,Balance,
9.15.20,Flying Koopa,1,4,1,0,0,0,0,1,0,0,2,0,0,,,Technique,
9.15.20,Hammer/Etc. Bro,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,King Boo,1,4,1,0,0,1,0,0,0,0,0,0,0,,,Power,
9.15.20,Toad,1,4,1,0,0,0,0,0,0,0,0,1,0,,,Balance,
9.15.20,Yoshi,1,4,1,1,0,0,0,0,0,0,0,1,0,,,Speed,
9.15.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.15.20,Magikoopa,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.15.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.15.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.15.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.15.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.15.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Boo,1,5,2,0,0,1,0,9,12,4,9,0,0,,,Technique,
9.18.20,Koopa,1,5,2,0,0,0,0,9,12,3,10,0,0,,,Balance,
9.18.20,Hammer/Etc. Bro,1,4,3,1,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Mario,1,4,3,0,0,1,2,0,0,0,0,0,0,,,Balance,
9.18.20,Drybones,1,5,2,2,0,0,0,0,0,0,0,0,0,,,Technique,
9.18.20,Flying Koopa,1,5,2,2,0,0,0,0,0,0,0,0,0,,,Technique,
9.18.20,Grandpapa Toad,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.18.20,Toad,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.18.20,Bowser,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Luigi,1,4,1,1,0,0,2,0,0,0,0,0,0,,,Balance,
9.18.20,Magikoopa,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.18.20,Peach,1,4,1,0,0,0,0,0,0,0,0,1,0,,,Technique,
9.18.20,Yoshi,1,4,1,1,0,0,1,0,0,0,0,0,0,,,Speed,
9.18.20,Baby Bowser,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Birdo,1,4,0,0,0,0,1,0,0,0,0,0,0,,,Balance,
9.18.20,Daisy,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.18.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.18.20,King Boo,1,4,0,0,0,0,0,0,0,0,0,1,0,,,Power,
9.18.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Petey,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.18.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.18.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.18.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.18.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Koopa,1,3,2,2,0,0,0,7,9,3,5,0,0,,,Balance,
9.19.20,Boo,1,3,1,0,0,0,0,4,9,3,1,0,0,,,Technique,
9.19.20,Flying Koopa,1,3,0,1,0,0,0,1,3,1,2,0,0,,,Technique,
9.19.20,Mario,1,3,3,0,0,0,2,0,0,0,0,0,0,,,Balance,
9.19.20,Hammer/Etc. Bro,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Luigi,1,2,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.19.20,Toad,1,3,2,0,0,1,0,0,0,0,0,0,0,,,Balance,
9.19.20,Bowser,1,3,1,1,1,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Birdo,1,3,1,1,0,0,0,0,0,0,0,1,0,,,Balance,
9.19.20,Daisy,1,3,1,1,0,0,0,0.5,0,0,1,3,0,,,Balance,
9.19.20,DK,1,1,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Grandpapa Toad,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.19.20,King Boo,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Magikoopa,1,3,1,1,0,0,0,0,0,0,0,0,0,,,Technique,
9.19.20,Mumbo,1,2,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Yoshi,1,3,1,0,0,0,1,0,0,0,0,1,0,,,Speed,
9.19.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Drybones,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.19.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.19.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Peach,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.19.20,Petey,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.19.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.19.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.19.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.19.20,Wario,,,,,,,,0,0,0,0,0,0,,,Power,
9.22.20,Boo,1,4,2,0,0,0,0,9,8,0,11,0,0,,,Technique,
9.22.20,Koopa,1,4,1,0,0,0,0,8,7,1,8,0,0,,,Balance,
9.22.20,Flying Koopa,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.22.20,Hammer/Etc. Bro,1,3,2,0,0,0,0,0,0,0,0,0,0,,,Power,
9.22.20,Toad,1,4,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.22.20,Birdo,1,4,1,0,0,0,1,0,0,0,0,1,0,,,Balance,
9.22.20,Bowser,1,3,1,1,0,0,0,0,0,0,0,0,0,,,Power,
9.22.20,King Boo,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.22.20,Luigi,1,3,1,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.22.20,Magikoopa,1,3,1,0,0,0,0,0,0,0,0,1,0,,,Technique,
9.22.20,Yoshi,1,4,1,0,0,1,0,0,0,0,0,1,0,,,Speed,
9.22.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.22.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Daisy,1,3,0,0,0,0,2,0,0,0,0,0,0,,,Balance,
9.22.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,DK,1,3,0,0,0,0,1,0,0,0,0,2,0,,,Power,
9.22.20,Drybones,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.22.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.22.20,Grandpapa Toad,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.22.20,Mario,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.22.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Mumbo,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.22.20,Noki,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Peach,1,3,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.22.20,Petey,1,3,0,0,0,0,0,0,0,0,0,1,0,,,Power,
9.22.20,Shy Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.22.20,Toadette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.22.20,Waluigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.22.20,Wario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.23.20,Boo,1,4,2,0,0,0,0,9,17,3,10,0,0,,,Technique,
9.23.20,Koopa,1,5,2,2,0,0,0,9,11,1,7,0,0,,,Balance,
9.23.20,Drybones,1,5,3,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.23.20,Grandpapa Toad,1,5,3,0,0,1,0,0,0,0,0,0,0,,,Technique,
9.23.20,Hammer/Etc. Bro,1,4,3,0,0,0,0,0,0,0,0,1,0,,,Power,
9.23.20,Birdo,1,5,2,1,0,0,3,0,0,0,0,0,0,,,Balance,
9.23.20,Daisy,1,4,2,0,0,0,0,0,0,0,0,1,0,,,Balance,
9.23.20,Peach,1,5,2,1,0,0,0,0,0,0,0,1,0,,,Technique,
9.23.20,Toad,1,5,2,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.23.20,Bowser,1,5,1,0,0,0,0,0,0,0,0,0,0,,,Power,
9.23.20,DK,1,3,1,0,0,0,1,0,0,0,0,0,0,,,Power,
9.23.20,Flying Koopa,1,4,1,0,0,0,0,0,0,0,0,0,0,,,Technique,
9.23.20,Magikoopa,1,4,1,0,0,0,0,0,0,0,0,2,0,,,Technique,
9.23.20,Mario,1,3,1,0,0,0,1,0,0,0,0,0,0,,,Balance,
9.23.20,Petey,1,4,1,1,0,0,0,0,0,0,0,0,0,,,Power,
9.23.20,Yoshi,1,2,1,0,0,1,0,0,0,0,0,1,0,,,Speed,
9.23.20,Baby Bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.23.20,Baby Luigi,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.23.20,Baby Mario,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.23.20,Diddy Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.23.20,Flying Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
9.23.20,Goomba,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.23.20,King Boo,1,4,0,0,0,0,0,0,0,0,0,0,0,,,Power,
9.23.20,Luigi,1,5,0,0,0,0,0,0,0,0,0,0,0,,,Balance,
9.23.20,Monty,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Speed,
