"","date","player_name","played_game","at_bats","hits","runs_batted_in","homeruns","stolen_bases","special_hitting","innings_pitched","hits_allowed","runs_allowed","strikeouts","big_plays","special_pitching","Hitting.Handedness","Pitching.Handedness","player_type","captain","special_use_rate","batting_average","era","so9","hip","cum_at_bats","cum_hits","running_avg","cum_runs_allowed","cum_innings","running_era"
"106",2020-10-11,"Grandpapa Toad","1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,"Technique","0",0,0.438311688311688,0,0,3.03030303030303,17,9,0.529411764705882,0,0,0
"107",2020-10-11,"Peach","1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,"Technique","0",0.0985915492957746,0.253521126760563,6.7524115755627,7.23472668810289,1.39335476956056,17,3,0.176470588235294,0,0,0
"108",2020-10-11,"Baby Bowser","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power","0",0.0588235294117647,0.147058823529412,4.90463215258856,12.2615803814714,1.90735694822888,0,0,0,0,0,0
"109",2020-10-11,"Baby Luigi","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0.0588235294117647,0.176470588235294,3.37801608579089,5.30831099195711,1.09919571045576,0,0,0,0,0,0
"110",2020-10-11,"Baby Mario","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0,0.275862068965517,0,0,0,0,0,0,0,0,0
"111",2020-10-11,"Diddy Kong","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0.105263157894737,0.0526315789473684,2.54416961130742,6.04240282685512,0.777385159010601,0,0,0,0,0,0
"112",2020-10-11,"Flying Goomba","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0,0,0,0,0,0,0,0,0,0,0
"113",2020-10-11,"Goomba","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Balance","0",0,0.315789473684211,0,0,0,0,0,0,0,0,0
"114",2020-10-11,"Hammer/Etc. Bro","1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power","0",0,0.380281690140845,13.5,0,2,13,3,0.230769230769231,0,0,0
"115",2020-10-11,"King Boo","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power","0",0.0149253731343284,0.208955223880597,0,0,0,4,1,0.25,0,0,0
"116",2020-10-11,"Luigi","1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Balance","0",0.0428571428571429,0.335714285714286,0,0,0,17,2,0.117647058823529,0,0,0
"117",2020-10-11,"Magikoopa","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Technique","0",0.00680272108843537,0.217687074829932,18,0,0,10,1,0.1,0,0,0
"118",2020-10-11,"Monty","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0,0.193548387096774,0,0,0,4,1,0.25,0,0,0
"119",2020-10-11,"Mumbo","1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power","0",0,0.247863247863248,68.1818181818182,13.6363636363636,12.1212121212121,8,1,0.125,0,0,0
"120",2020-10-11,"Noki","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Speed","0",0.0649350649350649,0.233766233766234,4.5,2.25,2.5,0,0,0,0,0,0
"121",2020-10-11,"Petey","1",4,0,0,0,0,0,0,0,0,0,1,0,0,0,"Power","0",0,0.295138888888889,0,0,0,16,4,0.25,0,0,0
"122",2020-10-11,"Shy Guy","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Balance","0",0,0.170731707317073,13.4831460674157,6.74157303370787,2.99625468164794,0,0,0,0,0,0
